TICKER,Company Name,Available,Date,Doc Grp,Info,Prim. Ticker,Second. Ticker,RI,Title,Pages,Price,Contributor,Analyst,Estimate Rating,Recommendation Rating,Country,Industry,Relevance,DCN,PrimaryTicker,SecondaryTicker,Match_Ticker,GenderAnalyst,year,quarter,PERMNO,gsector,ggroup,industry,quarter_year,TICKER_Comp
FRT,Acadia Realty Trust,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
FRT,Brixmor Property Group Inc,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2
FRT,Federal Realty Investment Trust,105,105,105,105,105,5,98,105,105,105,105,95,36,36,105,105,0,105,105,105,105,95,105,105,0,0,0,0,105,105
FRT,Mack-Cali Realty Corp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
FRT,Weingarten Realty Investors,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
FTI,Aker BP ASA,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2
FTI,Aker Solutions ASA,10,10,10,10,3,10,8,10,10,10,10,10,3,3,10,10,0,10,10,10,10,10,10,10,0,0,0,0,10,10
FTI,Amerisur Resources Ltd,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
FTI,Baker Hughes Co,6,6,6,6,4,6,5,6,6,6,6,6,4,4,6,6,0,6,6,6,6,6,6,6,0,0,0,0,6,6
FTI,British American Tobacco PLC,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
FTI,C&J Energy Services Inc,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
FTI,Cactus Inc,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
FTI,Cairn Energy PLC,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
FTI,Covia Holdings Corp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
FTI,Dril-Quip Inc,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
FTI,Ferrovial SA,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
FTI,Forum Energy Technologies Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
FTI,Gaztransport et Technigaz SA,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
FTI,Halliburton Co,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,0,0,0,0,3,3
FTI,Helix Energy Solutions Group Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
FTI,Helmerich and Payne Inc,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2
FTI,Independence Contract Drilling Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
FTI,Itron Inc,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
FTI,Nabors Industries Ltd,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
FTI,National Oilwell Varco Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
FTI,Nextier Oilfield Solutions Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
FTI,Novatek PAO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
FTI,Oceaneering International Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
FTI,Offshore Oil Engineering Co Ltd,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2
FTI,Outokumpu Oyj,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
FTI,Petrofac Ltd,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
FTI,ProPetro Holding Corp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
FTI,RPC Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
FTI,SPT Energy Group Inc,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
FTI,Saipem SpA,9,9,9,9,9,9,3,9,9,9,9,9,8,8,9,9,0,9,9,9,9,9,9,9,0,0,0,0,9,9
FTI,Samsung Engineering Co Ltd,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
FTI,Schlumberger NV,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,0,4,4,4,4,3,4,4,0,0,0,0,4,4
FTI,Seadrill Ltd,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
FTI,Solaris Oilfield Infrastructure Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
FTI,Subsea 7 SA,11,11,11,11,11,11,11,11,11,11,11,11,9,9,11,11,0,11,11,11,11,11,11,11,0,0,0,0,11,11
FTI,Superior Energy Services Inc,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2
FTI,TechnipFMC PLC,301,301,301,301,301,49,292,301,301,301,301,288,218,184,301,301,0,301,301,301,301,288,301,301,0,0,0,0,301,301
FTI,Tenaris SA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
FTI,Transocean Ltd,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
FTI,Vallourec SA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2
FTI,thyssenkrupp AG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
GL,Globe Life Inc,47,47,47,47,47,1,46,47,47,47,47,44,15,15,47,47,0,47,47,47,47,44,47,47,0,0,0,0,47,47
GRMN,Clarion Co Ltd,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
GRMN,Crossfirst Bankshares Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
GRMN,Garmin Ltd,95,95,95,95,95,1,95,95,95,95,95,94,54,32,95,95,0,95,95,95,95,94,95,95,0,0,0,0,95,95
GRMN,Iridium Communications Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
HPE (1),Anavex Life Sciences Corp,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1
HPE (1),Capstone Turbine Corp,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1
HPE (1),Cheesecake Factory Inc,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1
HPE (1),Cray Inc,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
HPE (1),Dell Technologies Inc,5,5,5,5,5,5,3,5,5,5,5,5,3,3,5,5,0,5,5,5,5,5,5,5,0,0,0,0,5,5
HPE (1),Envision Solar International Inc,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1
HPE (1),EuroDry Ltd,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1
HPE (1),Hewlett Packard Enterprise Co,177,177,177,177,177,6,175,177,177,177,177,168,119,90,177,177,0,177,177,177,177,168,177,177,0,0,0,0,177,177
HPE (1),Mellanox Technologies Ltd,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
HPE (1),Micro Focus International PLC,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2
HPE (1),NVIDIA Corp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
HPE (1),NetApp Inc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,0,0,0,0,5,5
HPE (1),New Age Beverages Corp,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1
HPE (1),Nutanix Inc,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,0,0,0,0,3,3
HPE (1),Pure Storage Inc,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2
HPE (1),SailPoint Technologies Holdings Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
HPE (1),Seagate Technology PLC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
HPE (1),Xerox Corp,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
HPE (1),iPass Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
HST,Diamondrock Hospitality Co,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
HST,Gaming and Leisure Properties Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
HST,Host Hotels & Resorts Inc,148,148,148,148,148,15,140,148,148,148,148,145,78,78,148,148,0,148,148,148,148,145,148,148,0,0,0,0,148,148
HST,Hyatt Hotels Corp,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
HST,Park Hotels & Resorts Inc,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2
HST,Pebblebrook Hotel Trust,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2
HST,Ryman Hospitality Properties Inc,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,0,0,0,0,4,4
HST,Sunstone Hotel Investors Inc,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2
HWM,Alcoa Corp,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2
HWM,Compass Group PLC,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
HWM,Constellium SE,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2
HWM,Howmet Aerospace Inc,93,93,93,93,92,5,92,93,93,93,93,92,51,22,93,93,0,93,93,93,93,92,93,93,0,0,0,0,93,93
HWM,Johnson Controls International PLC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
HWM,Norsk Hydro ASA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
HWM,UACJ Corp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
HWM,Vista Outdoor Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
INFO,Aeroports de Paris SA,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
INFO,IHS Markit Ltd,163,163,163,163,163,9,163,163,163,163,163,145,93,74,161,163,0,163,163,163,163,145,163,163,0,0,0,0,163,163
INFO,Informa PLC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
INFO,Moody's Corp,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1
INFO,Thomson Reuters Corp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
INFO,Verisk Analytics Inc,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2
IR,Ingersoll Rand Inc,42,42,42,42,42,7,38,42,42,42,42,41,37,37,42,42,0,42,42,42,42,41,42,42,0,0,0,0,42,42
IR,National Energy Services Reunited Corp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
IR,Trane Technologies PLC,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,0,0,0,0,3,3
IRM,Alexander & Baldwin Inc,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
IRM,Aramark,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
IRM,Emerald Holding Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
IRM,Healthcare Trust Of America Inc,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
IRM,Iron Mountain Inc,86,86,86,86,86,2,83,86,86,86,86,84,30,25,86,86,0,86,86,86,86,84,86,86,0,0,0,0,86,86
IVZ,Affiliated Managers Group Inc,2,2,2,2,2,2,0,2,2,2,2,2,1,1,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2
IVZ,Artisan Partners Asset Management Inc,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
IVZ,Blackstone Group Inc,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
IVZ,Dunkin' Brands Group Inc,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1
IVZ,Essent Group Ltd,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
IVZ,Invesco Ltd,155,155,155,155,155,2,154,155,155,155,155,155,119,85,155,155,0,155,155,155,155,155,155,155,0,0,0,0,155,155
IVZ,Iress Ltd,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
IVZ,Victory Capital Holdings Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
J,AECOM,13,13,13,13,0,13,13,13,13,13,13,13,0,0,13,13,0,13,13,13,13,13,13,13,0,0,0,0,13,13
J,Ferrovial SA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
J,Fluor Corp,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
J,Jacobs Engineering Group Inc,92,92,92,92,92,8,92,92,92,92,92,92,26,19,92,92,0,92,92,92,92,92,92,92,0,0,0,0,92,92
J,John Wood Group PLC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
J,KBR Inc,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2
J,Maxar Technologies Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
J,Perspecta Inc,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
JCI,3M Co,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
JCI,Albany International Corp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
JCI,Aqua Metals Inc,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,3,0,3,3,3,3,3,3,3,0,0,0,0,3,3
JCI,Johnson Controls International PLC,128,128,128,128,128,4,128,128,128,128,128,122,67,49,128,128,0,128,128,128,128,122,128,128,0,0,0,0,128,128
JCI,Lennox International Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
JCI,Raytheon Technologies Corp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
JCI,Trane Technologies PLC,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,0,0,0,0,3,3
JCI,Wesco International Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
KIM,American Assets Trust Inc,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,0,0,0,0,5,5
KIM,Brixmor Property Group Inc,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1
KIM,Empire State Realty Trust Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
KIM,First Industrial Realty Trust Inc,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
KIM,Kimco Realty Corp,118,118,118,118,116,3,117,118,118,118,118,107,38,38,118,118,0,118,118,118,118,107,118,118,0,0,0,0,118,118
KIM,Paramount Group Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
KIM,RPT Realty,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1
KIM,Retail Value Inc,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
LHX,Carpenter Technology Corp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
LHX,Comtech Telecommunications Corp,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
LHX,General Dynamics Corp,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2
LHX,Hexcel Corp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
LHX,L3 Technologies Inc,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,0,0,0,0,3,3
LHX,L3harris Technologies Inc,46,46,46,46,46,10,43,46,46,46,46,46,19,19,46,46,0,46,46,46,46,46,46,46,12,0,0,0,46,46
LHX,Lockheed Martin Corp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1
LHX,Mercury Systems Inc,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,0,0,0,0,3,3
LHX,Raytheon Co,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1
LHX,Wesco Aircraft Holdings Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
LIN,Covestro AG,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
LIN,L'Air Liquide Societe Anonyme pour l'Etude et l'Exploitation des Procedes Georges Claude SA,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
LIN,Linde PLC,101,101,101,101,101,6,101,101,101,101,101,97,88,69,101,101,0,101,101,101,101,97,101,101,0,0,0,0,101,101
LIN,SEB SA,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
LIN,Wessanen BV,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
LYB,Braskem SA,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
LYB,Covestro AG,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2
LYB,IRPC PCL,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
LYB,Imperial Oil Ltd,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
LYB,LyondellBasell Industries NV,142,142,142,142,142,0,141,142,142,142,142,138,97,97,142,142,0,142,142,142,142,138,142,142,0,0,0,0,142,142
LYB,Lyondellbasell Advanced Polymers Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
LYB,Olin Corp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
LYB,Phillips 66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
LYB,Saudi Basic Industries Corporation SJSC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
LYB,Solvay SA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
MAA,Mid-America Apartment Communities Inc,79,79,79,79,79,0,79,79,79,79,79,76,37,37,79,79,0,79,79,79,79,76,79,79,0,0,0,0,79,79
MDT,ADT Inc,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
MDT,Abbott Laboratories,6,6,6,6,4,6,6,6,5,6,6,6,4,4,6,6,0,6,6,6,6,6,6,6,0,0,0,0,6,6
MDT,Accuray Inc,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
MDT,Advanced Semiconductor Engineering Inc,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
MDT,Advantage Oil & Gas Ltd,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
MDT,AngloGold Ashanti Ltd,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
MDT,Aquestive Therapeutics Inc,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
MDT,Aritzia Inc,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
MDT,Axonics Modulation Technologies Inc,14,14,14,14,13,10,13,14,14,14,14,14,2,2,14,14,0,14,14,14,14,14,14,14,0,0,0,0,14,14
MDT,Baxter International Inc,8,8,8,8,8,8,8,8,8,8,8,8,5,5,8,8,0,8,8,8,8,8,8,8,0,0,0,0,8,8
MDT,Beadell Resources Pty Ltd,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
MDT,Becton Dickinson and Co,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2
MDT,Boston Scientific Corp,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,0,0,0,0,3,3
MDT,Cardiovascular Systems Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
MDT,Conmed Corp,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
MDT,ConvaTec Group PLC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
MDT,Cosmo Pharmaceuticals NV,4,4,4,4,4,4,2,4,4,4,4,4,2,2,4,4,0,4,4,4,4,4,4,4,0,0,0,0,4,4
MDT,DexCom Inc,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,0,3,3,3,3,3,3,3,0,0,0,0,3,3
MDT,Edwards Lifesciences Corp,7,7,7,7,7,7,7,7,7,7,7,7,5,5,7,7,0,7,7,7,7,7,7,7,0,0,0,0,7,7
MDT,Gamida Cell Ltd,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
MDT,Globus Medical Inc,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,0,0,0,0,6,6
MDT,Grifols SA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,0,0,0,0,3,3
MDT,Insulet Corp,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2
MDT,Integra Lifesciences Holdings Corp,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
