4020, 2019 q2, 110629.588160 
4020, 2019 q3, 110669.467251 
4020, 2019 q4, 110711.493878 
4020, 2020 q1, 110756.599957 
4020, 2020 q2, 110804.381818 
4030, 2018 q1, 110838.789482 
4030, 2018 q2, 110872.282799 
4030, 2018 q3, 110905.901418 
4030, 2018 q4, 110940.297579 
4030, 2019 q1, 110974.003274 
4030, 2019 q2, 111007.982128 
4030, 2019 q3, 111042.200879 
4030, 2019 q4, 111078.022607 
4030, 2020 q1, 111114.169544 
4030, 2020 q2, 111149.396761 
4510, 2018 q1, 120814.883415 
4510, 2018 q2, 130942.448533 
4510, 2018 q3, 146363.177817 
4510, 2018 q4, 147929.247180 
4510, 2019 q1, 153030.349309 
4510, 2019 q2, 155677.398351 
4510, 2019 q3, 160765.465018 
4510, 2019 q4, 165618.454820 
4510, 2020 q1, 180234.743891 
4510, 2020 q2, 190175.285965 
4520, 2018 q1, 190226.331182 
4520, 2018 q2, 195013.550728 
4520, 2018 q3, 195061.937284 
4520, 2018 q4, 195721.787120 
4520, 2019 q1, 196394.505347 
4520, 2019 q2, 201157.544374 
4520, 2019 q3, 201804.286921 
4520, 2019 q4, 202412.237112 
4520, 2020 q1, 203067.773240 
4520, 2020 q2, 203108.496982 
4530, 2018 q1, 203152.179918 
4530, 2018 q2, 203759.721533 
4530, 2018 q3, 203810.028350 
4530, 2018 q4, 203866.063959 
4530, 2019 q1, 204531.012230 
4530, 2019 q2, 204583.114953 
4530, 2019 q3, 204636.029448 
4530, 2019 q4, 204694.689983 
4530, 2020 q1, 205324.638448 
4530, 2020 q2, 205375.244056 
5010, 2018 q1, 205406.523789 
5010, 2018 q2, 205437.643511 
5010, 2018 q3, 205468.951201 
5010, 2018 q4, 205500.048245 
5010, 2019 q1, 205530.840546 
5010, 2019 q2, 205561.341984 
5010, 2019 q3, 205592.280071 
5010, 2019 q4, 205625.779290 
5010, 2020 q1, 205656.833307 
5010, 2020 q2, 205688.318843 
5020, 2018 q1, 207484.282927 
5020, 2018 q2, 209289.985317 
5020, 2018 q3, 211062.313459 
5020, 2018 q4, 216679.771363 
5020, 2019 q1, 218456.082077 
5020, 2019 q2, 223831.812896 
5020, 2019 q3, 229366.568807 
5020, 2019 q4, 240252.413609 
5020, 2020 q1, 242592.105743 
5020, 2020 q2, 254384.750370 
5510, 2018 q1, 254429.031556 
5510, 2018 q2, 254471.124261 
5510, 2018 q3, 254512.470843 
5510, 2018 q4, 254554.725449 
5510, 2019 q1, 254600.345272 
5510, 2019 q2, 254646.152128 
5510, 2019 q3, 254689.122285 
5510, 2019 q4, 254733.055612 
5510, 2020 q1, 254778.253007 
5510, 2020 q2, 254821.442822 
6010, 2018 q1, 254863.042386 
6010, 2018 q2, 254905.903813 
6010, 2018 q3, 254948.355353 
6010, 2018 q4, 254992.406532 
6010, 2019 q1, 255036.385560 
6010, 2019 q2, 255079.270180 
6010, 2019 q3, 255122.493941 
6010, 2019 q4, 255168.270159 
6010, 2020 q1, 255212.052656 
6010, 2020 q2, 255255.166267 
