,Industry,Coherence scores,Optimal topics
0,1010,"[0.4922809279540928, 0.5051716648371531, 0.5004036844760782, 0.500221804813342, 0.5021042803834835, 0.5007728734579677, 0.5052268037730615, 0.49737974416731, 0.5062120174670545, 0.5005453428724803, 0.48382401558484384, 0.49296826386736037, 0.4915675039082928, 0.47219808257337037, 0.4747061555892921, 0.45762691955561813, 0.45045481812579935]",11
