GVKEY,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,tic,cusip,conm,curcdq,datacqtr,datafqtr,costat,ggroup
011220,20151231,2015,4,INDL,C,D,STD,VNO,929042109,VORNADO REALTY TRUST,USD,2015Q4,2015Q4,A,6010
011220,20160331,2016,1,INDL,C,D,STD,VNO,929042109,VORNADO REALTY TRUST,USD,2016Q1,2016Q1,A,6010
011220,20160630,2016,2,INDL,C,D,STD,VNO,929042109,VORNADO REALTY TRUST,USD,2016Q2,2016Q2,A,6010
011220,20160930,2016,3,INDL,C,D,STD,VNO,929042109,VORNADO REALTY TRUST,USD,2016Q3,2016Q3,A,6010
011220,20161231,2016,4,INDL,C,D,STD,VNO,929042109,VORNADO REALTY TRUST,USD,2016Q4,2016Q4,A,6010
011220,20170331,2017,1,INDL,C,D,STD,VNO,929042109,VORNADO REALTY TRUST,USD,2017Q1,2017Q1,A,6010
011220,20170630,2017,2,INDL,C,D,STD,VNO,929042109,VORNADO REALTY TRUST,USD,2017Q2,2017Q2,A,6010
011220,20170930,2017,3,INDL,C,D,STD,VNO,929042109,VORNADO REALTY TRUST,USD,2017Q3,2017Q3,A,6010
011220,20171231,2017,4,INDL,C,D,STD,VNO,929042109,VORNADO REALTY TRUST,USD,2017Q4,2017Q4,A,6010
011220,20180331,2018,1,INDL,C,D,STD,VNO,929042109,VORNADO REALTY TRUST,USD,2018Q1,2018Q1,A,6010
011220,20180630,2018,2,INDL,C,D,STD,VNO,929042109,VORNADO REALTY TRUST,USD,2018Q2,2018Q2,A,6010
011220,20180930,2018,3,INDL,C,D,STD,VNO,929042109,VORNADO REALTY TRUST,USD,2018Q3,2018Q3,A,6010
011220,20181231,2018,4,INDL,C,D,STD,VNO,929042109,VORNADO REALTY TRUST,USD,2018Q4,2018Q4,A,6010
011220,20190331,2019,1,INDL,C,D,STD,VNO,929042109,VORNADO REALTY TRUST,USD,2019Q1,2019Q1,A,6010
011220,20190630,2019,2,INDL,C,D,STD,VNO,929042109,VORNADO REALTY TRUST,USD,2019Q2,2019Q2,A,6010
011220,20190930,2019,3,INDL,C,D,STD,VNO,929042109,VORNADO REALTY TRUST,USD,2019Q3,2019Q3,A,6010
011220,20191231,2019,4,INDL,C,D,STD,VNO,929042109,VORNADO REALTY TRUST,USD,2019Q4,2019Q4,A,6010
011220,20200331,2020,1,INDL,C,D,STD,VNO,929042109,VORNADO REALTY TRUST,USD,2020Q1,2020Q1,A,6010
011220,20200630,2020,2,INDL,C,D,STD,VNO,929042109,VORNADO REALTY TRUST,USD,2020Q2,2020Q2,A,6010
011220,20200930,2020,3,INDL,C,D,STD,VNO,929042109,VORNADO REALTY TRUST,USD,2020Q3,2020Q3,A,6010
011220,20201231,2020,4,INDL,C,D,STD,VNO,929042109,VORNADO REALTY TRUST,USD,2020Q4,2020Q4,A,6010
011220,20210331,2021,1,INDL,C,D,STD,VNO,929042109,VORNADO REALTY TRUST,USD,2021Q1,2021Q1,A,6010
011456,20100630,2010,2,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2010Q2,2010Q2,A,6010
011456,20100930,2010,3,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2010Q3,2010Q3,A,6010
011456,20101231,2010,4,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2010Q4,2010Q4,A,6010
011456,20110331,2011,1,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2011Q1,2011Q1,A,6010
011456,20110630,2011,2,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2011Q2,2011Q2,A,6010
011456,20110930,2011,3,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2011Q3,2011Q3,A,6010
011456,20111231,2011,4,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2011Q4,2011Q4,A,6010
011456,20120331,2012,1,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2012Q1,2012Q1,A,6010
011456,20120630,2012,2,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2012Q2,2012Q2,A,6010
011456,20120930,2012,3,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2012Q3,2012Q3,A,6010
011456,20121231,2012,4,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2012Q4,2012Q4,A,6010
011456,20130331,2013,1,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2013Q1,2013Q1,A,6010
011456,20130630,2013,2,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2013Q2,2013Q2,A,6010
011456,20130930,2013,3,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2013Q3,2013Q3,A,6010
011456,20131231,2013,4,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2013Q4,2013Q4,A,6010
011456,20140331,2014,1,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2014Q1,2014Q1,A,6010
011456,20140630,2014,2,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2014Q2,2014Q2,A,6010
011456,20140930,2014,3,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2014Q3,2014Q3,A,6010
011456,20141231,2014,4,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2014Q4,2014Q4,A,6010
011456,20150331,2015,1,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2015Q1,2015Q1,A,6010
011456,20150630,2015,2,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2015Q2,2015Q2,A,6010
011456,20150930,2015,3,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2015Q3,2015Q3,A,6010
011456,20151231,2015,4,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2015Q4,2015Q4,A,6010
011456,20160331,2016,1,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2016Q1,2016Q1,A,6010
011456,20160630,2016,2,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2016Q2,2016Q2,A,6010
011456,20160930,2016,3,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2016Q3,2016Q3,A,6010
011456,20161231,2016,4,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2016Q4,2016Q4,A,6010
011456,20170331,2017,1,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2017Q1,2017Q1,A,6010
011456,20170630,2017,2,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2017Q2,2017Q2,A,6010
011456,20170930,2017,3,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2017Q3,2017Q3,A,6010
011456,20171231,2017,4,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2017Q4,2017Q4,A,6010
011456,20180331,2018,1,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2018Q1,2018Q1,A,6010
011456,20180630,2018,2,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2018Q2,2018Q2,A,6010
011456,20180930,2018,3,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2018Q3,2018Q3,A,6010
011456,20181231,2018,4,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2018Q4,2018Q4,A,6010
011456,20190331,2019,1,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2019Q1,2019Q1,A,6010
011456,20190630,2019,2,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2019Q2,2019Q2,A,6010
011456,20190930,2019,3,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2019Q3,2019Q3,A,6010
011456,20191231,2019,4,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2019Q4,2019Q4,A,6010
011456,20200331,2020,1,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2020Q1,2020Q1,A,6010
011456,20200630,2020,2,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2020Q2,2020Q2,A,6010
011456,20200930,2020,3,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2020Q3,2020Q3,A,6010
011456,20201231,2020,4,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2020Q4,2020Q4,A,6010
011456,20210331,2021,1,INDL,C,D,STD,WY,962166104,WEYERHAEUSER CO,USD,2021Q1,2021Q1,A,6010
011856,20100630,2010,2,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2010Q2,2010Q2,A,4010
011856,20100930,2010,3,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2010Q3,2010Q3,A,4010
011856,20101231,2010,4,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2010Q4,2010Q4,A,4010
011856,20110331,2011,1,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2011Q1,2011Q1,A,4010
011856,20110630,2011,2,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2011Q2,2011Q2,A,4010
011856,20110930,2011,3,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2011Q3,2011Q3,A,4010
011856,20111231,2011,4,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2011Q4,2011Q4,A,4010
011856,20120331,2012,1,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2012Q1,2012Q1,A,4010
011856,20120630,2012,2,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2012Q2,2012Q2,A,4010
011856,20120930,2012,3,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2012Q3,2012Q3,A,4010
011856,20121231,2012,4,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2012Q4,2012Q4,A,4010
011856,20130331,2013,1,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2013Q1,2013Q1,A,4010
011856,20130630,2013,2,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2013Q2,2013Q2,A,4010
011856,20130930,2013,3,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2013Q3,2013Q3,A,4010
011856,20131231,2013,4,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2013Q4,2013Q4,A,4010
011856,20140331,2014,1,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2014Q1,2014Q1,A,4010
011856,20140630,2014,2,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2014Q2,2014Q2,A,4010
011856,20140930,2014,3,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2014Q3,2014Q3,A,4010
011856,20141231,2014,4,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2014Q4,2014Q4,A,4010
011856,20150331,2015,1,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2015Q1,2015Q1,A,4010
011856,20150630,2015,2,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2015Q2,2015Q2,A,4010
011856,20150930,2015,3,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2015Q3,2015Q3,A,4010
011856,20151231,2015,4,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2015Q4,2015Q4,A,4010
011856,20160331,2016,1,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2016Q1,2016Q1,A,4010
011856,20160630,2016,2,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2016Q2,2016Q2,A,4010
011856,20160930,2016,3,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2016Q3,2016Q3,A,4010
011856,20161231,2016,4,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2016Q4,2016Q4,A,4010
011856,20170331,2017,1,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2017Q1,2017Q1,A,4010
011856,20170630,2017,2,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2017Q2,2017Q2,A,4010
011856,20170930,2017,3,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2017Q3,2017Q3,A,4010
011856,20171231,2017,4,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2017Q4,2017Q4,A,4010
011856,20180331,2018,1,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2018Q1,2018Q1,A,4010
011856,20180630,2018,2,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2018Q2,2018Q2,A,4010
011856,20180930,2018,3,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2018Q3,2018Q3,A,4010
011856,20181231,2018,4,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2018Q4,2018Q4,A,4010
011856,20190331,2019,1,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2019Q1,2019Q1,A,4010
011856,20190630,2019,2,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2019Q2,2019Q2,A,4010
011856,20190930,2019,3,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2019Q3,2019Q3,A,4010
011856,20191231,2019,4,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2019Q4,2019Q4,A,4010
011856,20200331,2020,1,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2020Q1,2020Q1,A,4010
011856,20200630,2020,2,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2020Q2,2020Q2,A,4010
011856,20200930,2020,3,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2020Q3,2020Q3,A,4010
011856,20201231,2020,4,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2020Q4,2020Q4,A,4010
011856,20210331,2021,1,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,2021Q1,2021Q1,A,4010
013125,20100630,2010,2,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2010Q2,2010Q2,A,6010
013125,20100930,2010,3,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2010Q3,2010Q3,A,6010
013125,20101231,2010,4,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2010Q4,2010Q4,A,6010
013125,20110331,2011,1,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2011Q1,2011Q1,A,6010
013125,20110630,2011,2,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2011Q2,2011Q2,A,6010
013125,20110930,2011,3,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2011Q3,2011Q3,A,6010
013125,20111231,2011,4,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2011Q4,2011Q4,A,6010
013125,20120331,2012,1,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2012Q1,2012Q1,A,6010
013125,20120630,2012,2,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2012Q2,2012Q2,A,6010
013125,20120930,2012,3,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2012Q3,2012Q3,A,6010
013125,20121231,2012,4,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2012Q4,2012Q4,A,6010
013125,20130331,2013,1,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2013Q1,2013Q1,A,6010
013125,20130630,2013,2,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2013Q2,2013Q2,A,6010
013125,20130930,2013,3,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2013Q3,2013Q3,A,6010
013125,20131231,2013,4,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2013Q4,2013Q4,A,6010
013125,20140331,2014,1,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2014Q1,2014Q1,A,6010
013125,20140630,2014,2,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2014Q2,2014Q2,A,6010
013125,20140930,2014,3,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2014Q3,2014Q3,A,6010
013125,20141231,2014,4,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2014Q4,2014Q4,A,6010
013125,20150331,2015,1,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2015Q1,2015Q1,A,6010
013125,20150630,2015,2,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2015Q2,2015Q2,A,6010
013125,20150930,2015,3,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2015Q3,2015Q3,A,6010
013125,20151231,2015,4,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2015Q4,2015Q4,A,6010
013125,20160331,2016,1,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2016Q1,2016Q1,A,6010
013125,20160630,2016,2,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2016Q2,2016Q2,A,6010
013125,20160930,2016,3,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2016Q3,2016Q3,A,6010
013125,20161231,2016,4,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2016Q4,2016Q4,A,6010
013125,20170331,2017,1,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2017Q1,2017Q1,A,6010
013125,20170630,2017,2,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2017Q2,2017Q2,A,6010
013125,20170930,2017,3,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2017Q3,2017Q3,A,6010
013125,20171231,2017,4,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2017Q4,2017Q4,A,6010
013125,20180331,2018,1,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2018Q1,2018Q1,A,6010
013125,20180630,2018,2,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2018Q2,2018Q2,A,6010
013125,20180930,2018,3,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2018Q3,2018Q3,A,6010
013125,20181231,2018,4,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2018Q4,2018Q4,A,6010
013125,20190331,2019,1,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2019Q1,2019Q1,A,6010
013125,20190630,2019,2,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2019Q2,2019Q2,A,6010
013125,20190930,2019,3,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2019Q3,2019Q3,A,6010
013125,20191231,2019,4,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2019Q4,2019Q4,A,6010
013125,20200331,2020,1,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2020Q1,2020Q1,A,6010
013125,20200630,2020,2,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2020Q2,2020Q2,A,6010
013125,20200930,2020,3,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2020Q3,2020Q3,A,6010
013125,20201231,2020,4,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2020Q4,2020Q4,A,6010
013125,20210331,2021,1,INDL,C,D,STD,PEAK,42250P103,HEALTHPEAK PROPERTIES INC,USD,2021Q1,2021Q1,A,6010
013498,20100831,2010,3,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2010Q3,2010Q3,A,2530
013498,20101130,2010,4,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2010Q4,2010Q4,A,2530
013498,20110228,2011,1,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2011Q1,2011Q1,A,2530
013498,20110531,2011,2,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2011Q2,2011Q2,A,2530
013498,20110831,2011,3,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2011Q3,2011Q3,A,2530
013498,20111130,2011,4,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2011Q4,2011Q4,A,2530
013498,20120229,2012,1,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2012Q1,2012Q1,A,2530
013498,20120531,2012,2,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2012Q2,2012Q2,A,2530
013498,20120831,2012,3,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2012Q3,2012Q3,A,2530
013498,20121130,2012,4,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2012Q4,2012Q4,A,2530
013498,20130228,2013,1,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2013Q1,2013Q1,A,2530
013498,20130531,2013,2,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2013Q2,2013Q2,A,2530
013498,20130831,2013,3,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2013Q3,2013Q3,A,2530
013498,20131130,2013,4,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2013Q4,2013Q4,A,2530
013498,20140228,2014,1,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2014Q1,2014Q1,A,2530
013498,20140531,2014,2,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2014Q2,2014Q2,A,2530
013498,20140831,2014,3,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2014Q3,2014Q3,A,2530
013498,20141130,2014,4,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2014Q4,2014Q4,A,2530
013498,20150228,2015,1,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2015Q1,2015Q1,A,2530
013498,20150531,2015,2,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2015Q2,2015Q2,A,2530
013498,20150831,2015,3,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2015Q3,2015Q3,A,2530
013498,20151130,2015,4,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2015Q4,2015Q4,A,2530
013498,20160229,2016,1,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2016Q1,2016Q1,A,2530
013498,20160531,2016,2,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2016Q2,2016Q2,A,2530
013498,20160831,2016,3,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2016Q3,2016Q3,A,2530
013498,20161130,2016,4,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2016Q4,2016Q4,A,2530
013498,20170228,2017,1,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2017Q1,2017Q1,A,2530
013498,20170531,2017,2,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2017Q2,2017Q2,A,2530
013498,20170831,2017,3,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2017Q3,2017Q3,A,2530
013498,20171130,2017,4,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2017Q4,2017Q4,A,2530
013498,20180228,2018,1,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2018Q1,2018Q1,A,2530
013498,20180531,2018,2,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2018Q2,2018Q2,A,2530
013498,20180831,2018,3,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2018Q3,2018Q3,A,2530
013498,20181130,2018,4,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2018Q4,2018Q4,A,2530
013498,20190228,2019,1,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2019Q1,2019Q1,A,2530
013498,20190531,2019,2,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2019Q2,2019Q2,A,2530
013498,20190831,2019,3,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2019Q3,2019Q3,A,2530
013498,20191130,2019,4,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2019Q4,2019Q4,A,2530
013498,20200229,2020,1,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2020Q1,2020Q1,A,2530
013498,20200531,2020,2,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2020Q2,2020Q2,A,2530
013498,20200831,2020,3,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2020Q3,2020Q3,A,2530
013498,20201130,2020,4,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2020Q4,2020Q4,A,2530
013498,20210228,2021,1,INDL,C,D,STD,CCL,143658300,CARNIVAL CORPORATION & PLC,USD,2021Q1,2021Q1,A,2530
013510,20100630,2010,2,INDL,C,D,STD,DRE,264411505,DUKE REALTY CORP,USD,2010Q2,2010Q2,A,6010
013510,20100930,2010,3,INDL,C,D,STD,DRE,264411505,DUKE REALTY CORP,USD,2010Q3,2010Q3,A,6010
013510,20101231,2010,4,INDL,C,D,STD,DRE,264411505,DUKE REALTY CORP,USD,2010Q4,2010Q4,A,6010
013510,20110331,2011,1,INDL,C,D,STD,DRE,264411505,DUKE REALTY CORP,USD,2011Q1,2011Q1,A,6010
013510,20110630,2011,2,INDL,C,D,STD,DRE,264411505,DUKE REALTY CORP,USD,2011Q2,2011Q2,A,6010
013510,20110930,2011,3,INDL,C,D,STD,DRE,264411505,DUKE REALTY CORP,USD,2011Q3,2011Q3,A,6010
013510,20111231,2011,4,INDL,C,D,STD,DRE,264411505,DUKE REALTY CORP,USD,2011Q4,2011Q4,A,6010
013510,20120331,2012,1,INDL,C,D,STD,DRE,264411505,DUKE REALTY CORP,USD,2012Q1,2012Q1,A,6010
